Ursprungslandet kan vara ett annat vid leveranstidpunkten.
ECCN-informationen som visas är endast för information och är inte en utfästelse om eller garanti för precisionen eller tillförlitligheten i dessa klassificeringar. All information tillhandahålls &quot;i befintligt skick&quot; och är föremål för förändringar utan avisering. All användning av angiven information sker på eget bevåg  och utanför Digi-Keys ansvar.
Index,Tillverkarens artikelnummer,Tillverkarens namn,Beskrivning,Leveranstid,Tillgänglighet,Lagerstatus,Inkuransmarginal %,Begärd kvantitet 1,Förpackningskvantitet 1,Förpackningstyp 1,Digi-Key-artikelnummer 1,Enhetspris 1,Sammanlagt pris 1,Minsta orderkvantitet 1,Kundreferens,Begärt artikelnummer,Ledtid i veckor,Datablad,Referensbeteckning,Importtariff för USA,Anmärkning,Artikelstatus,RoHS-status,REACH-status,Fuktkänslighetsnivå,ECCN,HTSUS,Ursprungsland,Miljöinformation,Originalartikelnummer,Bild,Produktnoteringar
11,TC54VC4302ECB713,Microchip Technology,IC SUPERVISOR 1 CHANNEL SOT23A-3,,3 429,I lager,,1,1,Cut Tape (CT),TC54VC4302ECB71CT-ND,"6,62000","6,62 kr",1,U8,TC54VC4302ECB71CT-ND,16,https://ww1.microchip.com/downloads/en/DeviceDoc/20001434K.pdf,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,1  (obegränsad),EAR99,8542.39.0090,Japan,https://ww1.microchip.com/downloads/aemDocuments/documents/corporate-responsibilty/environmental/product-regulatory-information/Semiconductor_EnvCoC.pdf|https://ww1.microchip.com/downloads/aemDocuments/documents/corporate-responsibilty/environmental/product-regulatory-information/Microchip_REACH_Statement.pdf,TC54VC4302ECB71CT-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5447/150%7EC04-130%7ECB%7E3.JPG,
12,LM285BXMX-1.2/NOPB,Texas Instruments,IC VREF SHUNT 1% 8SOIC,,1 730,I lager,,1,1,Cut Tape (CT),296-35411-1-ND,"23,46000","23,46 kr",1,U17,296-35411-1-ND,12,https://rocelec.widen.net/view/pdf/ttrjp2zfhf/snvs742e.pdf?t.download=true&u=5oefqw,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,1  (obegränsad),EAR99,8542.39.0090,Germany,,296-35411-1-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/6222/296%7E4040047-3%7ED%7E8.jpg,
13,TX24-120R-6ST-H1E,JAE Electronics,CONN RCPT 120POS VERT GOLD,,133,I lager,,1,1,Tray,670-1368-ND,"38,36000","38,36 kr",1,CN8,670-1368-ND,12,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/409/Board-To-Board_PG_V2.2.pdf,,	-,,Aktiv,RoHS-kompatibel,,1  (obegränsad),EAR99,8536.69.4040,Japan,,670-1368-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/589/tx24-120r-6st-h1e.JPG,
14,TX24-50R-6ST-H1E,JAE Electronics,CONN RCPT 50POS VERT GOLD,1 beräknas finnas i lager 2026-04-29,0,Normalt i lager,,1,1,Tray,670-1392-ND,"18,31000","18,31 kr",1,CN9,670-1392-ND,15,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/409/Board-To-Board_PG_V2.2.pdf,,	-,,Aktiv,RoHS-kompatibel,,1  (obegränsad),EAR99,8536.69.4040,Japan,,670-1392-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/589/TX24-50R-6ST-H1E.JPG,
15,0039306247,Molex,CONN HEADER VERT 24POS 4.2MM,,609,I lager,,1,1,Tray,23-0039306247-ND,"31,28000","31,28 kr",1,CN7,23-0039306247-ND,18,https://tools.molex.com/pdm_docs/ps/PS-5556-001.pdf,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,1  (obegränsad),EAR99,8536.69.4040,Mexico,https://www.molex.com/datasheets/rohspdf/0039306247_rohs.pdf,23-0039306247-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/589/39-30-6247.JPG,
16,999-H15-PS2L571,NorComp Inc.,CONN D-SUB HD RCPT 15P R/A SLDR,,48,I lager,,1,1,Tray,999-H15FA-ND,"86,39000","86,39 kr",1,CN1,999-H15FA-ND,19,https://content.norcomp.net/rohspdfs/Connectors/Other/999-H15-PS2R571.pdf,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,Ej tillämpligt,EAR99,8536.69.4040,Taiwan,,999-H15FA-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1143/999-H15-PS2-571.jpg,
17,189-009-613R571,NorComp Inc.,CONN D-SUB PLUG 9POS R/A SLDR,,3 372,I lager,,1,1,Tray,1009MME-ND,"80,04000","80,04 kr",1,"CN2, CN3",1009MME-ND,19,https://content.norcomp.net/rohspdfs/Connectors/18Y/189/613/189-YYY-613R571.pdf,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,1  (obegränsad),EAR99,8536.69.4040,Taiwan,https://www.norcomp.net/material-declarations/189-Series/189-009-613R571.pdf,1009MME-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/972/189-009-613R571.jpg,
18,RCJ-043,Same Sky (Formerly CUI Devices),CONN RCA JACK MONO 3.2MM R/A,,1 022,I lager,,1,1,Bag,CP-1420-ND,"16,10000","16,10 kr",1,CN4,CP-1420-ND,9,https://www.cuidevices.com/product/resource/rcj-04.pdf,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,1  (obegränsad),EAR99,8536.69.4020,China,https://www.cuidevices.com/product/resource/material-compliance/rcj-043,CP-1420-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/938/RCJ-043.jpg,
19,RCJ-042,Same Sky (Formerly CUI Devices),CONN RCA JACK MONO 3.2MM R/A,,509,I lager,,1,1,Bag,CP-1419-ND,"16,10000","16,10 kr",1,CN5,CP-1419-ND,9,https://www.cuidevices.com/product/resource/rcj-04.pdf,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,Ej tillämpligt,EAR99,8536.69.4020,China,https://www.cuidevices.com/product/resource/material-compliance/rcj-042,CP-1419-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/867/RCJ-042.jpg,
20,5535653-1,TE Connectivity AMP Connectors,CONN PCMCIA CARD R/A PCB,,1 326,I lager,,1,1,Bulk,A113952-ND,"111,32000","111,32 kr",1,CN6,A113952-ND,9,https://www.te.com/usa-en/product-5535653-1.datasheet.pdf,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,1  (obegränsad),EAR99,8536.69.4040,United States,http://www.te.com/commerce/alt/SinglePartSearch.do?PN=5535653-1&dest=stmt,A113952-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/709/5535653-1.JPG,
21,SBH21-NBPN-D22-ST-BK,Sullins Connector Solutions,CONN HEADER VERT 44POS 2MM,,678,I lager,,1,1,Tray,S9025-ND,"11,13000","11,13 kr",1,H8,S9025-ND,11,https://s3.amazonaws.com/catalogspreads-pdf/PAGE110%202mm%20SBH21%20SERIES%20MALE%20BOX%20HDR%20ST%20RA%20SMT.pdf,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,1  (obegränsad),EAR99,8536.69.4040,Taiwan,https://www.sullinscorp.com/wp-content/uploads/2019/03/Sullins-RoHS-Compliant-Statement.pdf|https://www.sullinscorp.com/wp-content/uploads/2025/02/Sullins-REACH-247-SVHC-Compliant-Statement.pdf,S9025-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/605/SBH21-NBPN-D22-ST-BK.JPG,
22,302-S101,On Shore Technology Inc.,CONN HEADER VERT 10POS 2.54MM,,88 852,I lager,,1,1,Bulk,ED1543-ND,"2,39000","2,39 kr",1,H2,ED1543-ND,8,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6025/302-S.pdf,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,1  (obegränsad),EAR99,8536.69.4040,Taiwan,https://www.on-shore.com/wp-content/uploads/RoHS3_REACH-STATEMENT-250.pdf,ED1543-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/408/302-S101.JPG,
23,302-S341,On Shore Technology Inc.,CONN HEADER VERT 34POS 2.54MM,,4 698,I lager,,1,1,Tray,ED10528-ND,"3,96000","3,96 kr",1,H5,ED10528-ND,8,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6025/302-S.pdf,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,1  (obegränsad),EAR99,8536.69.4040,Taiwan,https://www.on-shore.com/wp-content/uploads/RoHS3_REACH-STATEMENT-250.pdf,ED10528-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/408/302-S341.JPG,
24,57102-F08-11ULF,Amphenol ICC (FCI),CONN HEADER VERT 22POS 2MM,,341,I lager,,1,1,Tube,609-5095-ND,"26,31000","26,31 kr",1,H6,609-5095-ND,27,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/boardwiretoboard/bwb_minitek_2_00mm_btb.pdf,,	-,,Aktiv,RoHS-kompatibel,Påverkas av REACH,1  (obegränsad),EAR99,8536.69.4040,France,,609-5095-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1881/57102-F08-11ULF.jpg,"Restordrar är inte tillåtna. "
25,302-S261,On Shore Technology Inc.,CONN HEADER VERT 26POS 2.54MM,,3 321,I lager,,1,1,Tray,ED10526-ND,"3,40000","3,40 kr",1,H11,ED10526-ND,63,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6025/302-S.pdf,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,1  (obegränsad),EAR99,8536.69.4040,Taiwan,https://www.on-shore.com/wp-content/uploads/RoHS3_REACH-STATEMENT-250.pdf,ED10526-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/408/302-S261.JPG,
26,M22-7140342,Harwin Inc.,CONN RCPT 6POS 0.079 GOLD PCB,,1 633,I lager,,1,1,Tube,952-1357-5-ND,"12,14000","12,14 kr",1,H1,952-1357-5-ND,21,https://content.harwin.com/m/847482046069c548/original/PD008-Product-Datasheet-INDESS-range-M20-and-M22-BBi.pdf,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,1  (obegränsad),EAR99,8536.69.4040,China,https://cdn.harwin.com/pdfs/HF-338_REACH_Statement.pdf,952-1357-5-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/402/M22-7140342.jpg,
27,961112-6404-AR,3M,CONN HEADER VERT 12POS 2.54MM,,256,I lager - Förädlingsvärde,,1,1,Bag,3M9457-12-ND,"12,14000","12,14 kr",1,H4,3M9457-12-ND,9,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/587/961_2.54mm_StraightSolderTail_DS.pdf,,	-,,Aktiv,RoHS-kompatibel,Påverkas inte av REACH,1  (obegränsad),EAR99,8536.69.4040,China,,3M9457-12-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2346/961-xxpos-S-TH-6404.jpg,
28,206-4,CTS Electrocomponents,SWITCH SLIDE DIP SPST 0.05A 24V,,3 428,I lager,,1,1,Tube,CT2064-ND,"8,56000","8,56 kr",1,SW1,CT2064-ND,8,https://www.ctscorp.com/Files/DataSheets/Switches/DIP-Switches/CTS-Switches-DIP-206-Series-Datasheet.pdf,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,1  (obegränsad),EAR99,8536.50.9065,Taiwan,https://www.ctscorp.com/Files/ROHS/CTS-RoHS-Declaration-DIP-Tactile-Switches-Controls.pdf,CT2064-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2481/206-4%2C%20206-4ST.jpg,
29,ATS040,CTS-Frequency Controls,CRYSTAL 4.0000MHZ 20PF TH,,7 175,I lager,,1,1,Bulk,CTX402-ND,"2,85000","2,85 kr",1,X2,CTX402-ND,12,https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATS-ATSSM-datasheet.pdf,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,1  (obegränsad),EAR99,8541.60.0030,China,https://www.ctscorp.com/Files/ROHS/CTS-RoHS-Declaration-Frequency-Products.pdf|https://www.ctscorp.com/Files/ROHS/CTS-RoHS-Declaration-Frequency-Products.pdf,CTX402-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2481/ATS%20Series.jpg,
30,AB26T-32.768KHZ,Abracon LLC,CRYSTAL 32.7680KHZ 12.5PF TH,,9 135,I lager,,1,1,Bulk,535-9032-ND,"2,67000","2,67 kr",1,X3,535-9032-ND,14,https://abracon.com/Resonators/AB26T.pdf,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,1  (obegränsad),EAR99,8541.60.0010,China,https://abracon.com/uploads/resources/REACH-224-SVHC-Certificate-Rev-S-2022-06-17-ABRACON-LLC.pdf|https://abracon.com/Support/RoHS/Resonators/AB26T-Series%20RoHS2%20%20CoC%20-A.pdf,535-9032-ND,https://mm.digikey.com/Volume0/opasdata/d220001/derivates/6/010/193/142/AB26T_web%28640x640%29.jpg,
31,ATS08A-E,CTS-Frequency Controls,CRYSTAL 8.0000MHZ 20PF TH,,4 457,I lager,,1,1,Bulk,CTX1054-ND,"2,39000","2,39 kr",1,X4,CTX1054-ND,12,https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATS-ATSSM-datasheet.pdf,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,1  (obegränsad),EAR99,8541.60.0050,China,https://www.ctscorp.com/Files/ROHS/CTS-RoHS-Declaration-Frequency-Products.pdf|https://www.ctscorp.com/Files/ROHS/CTS-RoHS-Declaration-Frequency-Products.pdf,CTX1054-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2481/ATS%20Series.jpg,
32,ED18DT,On Shore Technology Inc.,CONN IC DIP SOCKET 18POS TIN,1 förväntas finnas i lager 2026-03-04,0,Normalt i lager,,1,1,Tube,ED3047-5-ND,"1,84000","1,84 kr",1,U28,ED3047-5-ND,8,http://www.on-shore.com/wp-content/uploads/2015/09/ipg2.pdf,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,1  (obegränsad),EAR99,8536.69.4040,Taiwan,https://www.on-shore.com/wp-content/uploads/RoHS3_REACH-STATEMENT-250.pdf,ED3047-5-ND,https://mm.digikey.com/Volume0/opasdata/d220001/derivates/2/002/817/MFG_ED18DT%28640x640%29.jpg,
33,ICM-642-1-GT-HT,Adam Tech,"MACHINE PIN SOCKET, IC, DIP, 42P",,894,I lager,,2,2,Tube,2057-ICM-642-1-GT-HT-ND,"13,43000","26,86 kr",1,"U14,U13",2057-ICM-642-1-GT-HT-ND,18,https://app.adam-tech.com/products/download/data_sheet/203378/icm-6xx-1-gt-ht-data-sheet.pdf,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,1  (obegränsad),EAR99,8536.69.4040,China,,2057-ICM-642-1-GT-HT-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/694/ICM-642-1-GT-HT.JPG,
34,TS3V340PWR,Texas Instruments,IC VIDEO SWIT QUAD SPDT 16TSSOP,,1 823,I lager,,1,1,Cut Tape (CT),296-17818-1-ND,"11,78000","11,78 kr",1,U32,296-17818-1-ND,6,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Fts3v340,,	-,,Aktiv,Uppfyller ROHS3,Påverkas inte av REACH,1  (obegränsad),EAR99,8542.39.0070,Malaysia,,296-17818-1-ND,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4108/296%7E4040064-4%7EPW%7E16.JPG,
